,1.0,1.0
1216051,2.125,3.21052631579
1216052,1.0,6.4
918717,1.0,1.1
1106438,1.0,2.16
1443323,1.0,2.21052631579
910528,1.0,1.0
1400238,1.0,4.54545454545
1400236,1.0,1.28571428571
618129,1.0,1.22727272727
1574973,1.0,1.0
1699787,1.0,1.34482758621
1052508,1.0,1.28
1045575,1.0,0.25
1166591,1.0,0.181818181818
1091090,1.0,3.06666666667
1215622,1.0,3.92307692308
1052502,1.0,0.777777777778
1345678,1.0,3.28571428571
1052504,1.0,1.0
1099665,1.0,2.10714285714
1206488,1.0,1.7
998109,1.0,8.0
1441747,1.0,3.58823529412
1562199,1.0,2.28571428571
1441748,1.0,5.0
908164,1.0,2.5
895464,1.0,3.20512820513
1735564,1.0,2.42307692308
1735567,1.0,4.125
1029434,1.0,1.0
1735562,1.0,1.94736842105
1500805,1.0,0.928571428571
822020,1.0,8.375
1091321,1.0,4.71428571429
1091323,1.0,1.26315789474
1474700,1.0,2.88888888889
768216,1.0,1.0
882980,0.777777777778,0.5
1204880,1.0,1.62068965517
917177,1.0,1.34146341463
917173,1.0,2.0
640525,1.0,1.42857142857
1155888,1.0,5.26315789474
640523,1.0,1.0
617905,1.0,0.333333333333
760025,1.0,3.5
685354,1.0,2.75
617901,1.0,0.428571428571
760022,1.0,2.5
1826333,1.0,3.33333333333
1202068,1.0,1.82352941176
923198,1.0,3.78571428571
864943,1.0,0.421052631579
637283,1.0,0.884615384615
808146,1.0,0.0689655172414
864947,1.0,3.36363636364
1202060,1.0,1.39130434783
1401545,1.0,4.5
1401540,1.0,1.09090909091
1401541,1.0,3.73333333333
646271,1.0,1.96296296296
1744950,1.0,1.0
1402898,1.0,1.0
646277,1.0,0.75
1597118,1.0,1.0
1597116,1.0,1.0
941608,1.0,2.5
793378,1.0,1.44
1533962,1.0,2.0
610717,1.0,1.2
793371,1.0,2.44
896282,1.0,1.61290322581
1814879,1.0,0.818181818182
1064787,1.0,2.53333333333
946956,1.0,5.4
1332206,1.0,5.0
1214975,2.0,2.85714285714
1786612,1.0,0.428571428571
1084095,1.0,2.17857142857
637750,1.0,2.40909090909
1663417,1.0,1.875
1084098,1.0,1.7
1157695,1.0,1.0
1700033,1.0,1.09523809524
1464684,1.0,2.46666666667
1700037,0.764705882353,5.75
953632,1.0,1.02222222222
1587876,1.0,1.89473684211
1587870,1.0,0.333333333333
1464688,1.0,1.0
1570500,1.0,3.5
1590697,1.0,0.620689655172
1124845,1.0,1.0
1590699,1.0,1.6875
954176,1.0,1.39285714286
1429823,1.0,5.38461538462
954173,1.0,4.0
1142520,1.0,1.35897435897
1430060,1.0,1.0
1056500,1.0,1.45454545455
648958,1.0,0.2
1430064,1.0,9.57142857143
1229897,1.0,1.25
1436890,1.0,1.4375
1086616,2.5,4.11111111111
1820639,1.0,2.4375
1820638,1.0,2.5625
874002,1.0,4.55555555556
904057,1.0,3.09090909091
1820635,1.0,5.36363636364
792426,1.0,0.8
1391189,1.0,1.9
696272,1.0,1.30769230769
615382,1.0,0.777777777778
792422,1.0,1.27272727273
696275,1.0,1.02857142857
946372,1.0,6.8
696279,1.0,0.818181818182
755168,1.0,1.4375
755169,1.0,1.02631578947
1391185,1.0,1.75
913128,1.0,2.16666666667
722949,1.0,1.0
1365257,1.0,0.862068965517
1465089,1.0,1.2962962963
804134,1.0,2.61538461538
1174104,1.0,1.0
1174109,1.0,3.22222222222
1465084,1.0,2.76923076923
855298,1.0,1.0
912837,1.0,1.0
1705230,1.0,6.6
855291,1.0,1.56
855290,1.0,1.0
1649207,1.0,3.41379310345
643385,1.0,1.0
1649201,1.0,2.5
855294,1.0,3.0
1815055,1.0,1.66666666667
1815054,1.0,0.796296296296
1394608,1.0,1.09090909091
1200334,1.0,2.34782608696
1149943,1.0,14.0
1015138,1.0,1.12903225806
1199517,1.0,2.12121212121
1536609,1.0,2.71428571429
1401262,1.0,8.0
1104232,1.0,2.66666666667
1103941,1.0,2.66666666667
1492674,1.75,1.64
1492369,1.0,1.0
1492671,1.0,2.41935483871
1066830,2.0,1.0
1306773,1.0,1.0
1050219,1.0,10.125
1475666,1.0,0.357142857143
1047878,1.0,1.57894736842
1130719,1.0,7.2
755783,1.0,4.16666666667
1289328,1.0,2.10256410256
1217104,1.0,1.84210526316
937740,1.0,1.66666666667
686840,1.0,2.5
1130710,1.0,1.0
1047876,1.0,1.0
1047874,1.0,0.8
1047875,1.0,2.13636363636
865229,3.25,5.42857142857
943474,1.0,3.5
943477,0.894736842105,0.978723404255
1599722,1.82352941176,2.140625
989050,1.0,1.0
1134401,1.0,0.931034482759
989055,1.0,2.06451612903
667925,1.0,0.416666666667
667927,1.0,2.1935483871
1810625,1.0,0.8
1581096,1.0,1.0
1683595,1.0,1.0
794743,1.0,7.14285714286
1744174,1.0,1.57142857143
615414,1.0,7.0
1359425,1.0,3.0
1401253,1.0,0.392156862745
1508554,1.0,24.3333333333
1271831,1.0,2.0
1508552,1.0,0.958333333333
1508551,1.0,4.6
1057297,1.0,1.0
1173576,1.0,1.0
661440,1.0,1.78260869565
1392763,1.0,2.04545454545
714367,1.0,6.82352941176
1125258,1.0,5.0
1618302,1.0,3.0
1049446,1.0,1.81818181818
1049441,1.0,1.13333333333
1473500,1.0,2.34615384615
1049443,1.0,0.901960784314
1618305,1.0,2.47058823529
1041311,1.0,3.33333333333
1649979,1.0,2.28571428571
1634164,1.0,1.0
1649970,1.0,2.52380952381
1086002,1.0,1.38095238095
754783,1.0,0.423076923077
1594753,1.0,2.60714285714
1594759,1.0,1.02173913043
796420,1.0,1.0
943290,1.0,0.576923076923
943292,1.0,7.8
1690869,1.0,1.0
713916,1.0,1.0
1595403,1.0,6.4
943298,1.0,1.6
1389971,1.0,1.0
1179421,1.0,2.76923076923
1179425,1.0,3.14285714286
868220,1.0,2.03703703704
1112660,1.0,5.88888888889
716889,1.0,0.5
780695,1.0,1.0
1084872,1.0,1.0
645384,1.0,1.0
1252767,1.0,3.5
645385,1.0,1.11904761905
1601010,1.0,17.5
1601016,1.0,1.88888888889
1374662,1.5,2.28571428571
1011932,1.0,0.444444444444
645387,1.0,1.91176470588
1011936,1.0,4.25
1300329,1.0,1.63157894737
931353,1.0,1.0
1656163,1.0,6.0
1463644,1.0,3.33333333333
1463649,1.0,1.81818181818
1174939,1.0,2.3
622681,1.0,1.0
1761959,1.0,1.8125
619259,1.0,1.0
619257,1.0,1.53846153846
1494086,1.0,1.73333333333
1596989,1.0,1.625
788091,1.0,2.09302325581
1761953,1.0,2.13333333333
611408,1.0,0.25
704300,1.0,1.0
1613463,1.0,6.55555555556
1532811,1.0,0.454545454545
1005983,1.0,2.7
1398446,1.0,1.08695652174
1398444,1.0,3.25
1398440,1.0,1.11764705882
1398441,1.0,2.96428571429
1002340,1.0,0.625
621614,1.0,0.666666666667
631202,1.0,0.934782608696
1606099,1.0,2.11764705882
1610841,1.0,0.4
1174925,1.05,1.75675675676
1813544,1.0,6.625
1174920,1.0,0.25
575593,1.0,4.25
1417546,1.0,4.0
684190,1.0,1.0
1149527,1.0,3.0
1297966,1.0,1.0
1309321,1.0,2.11764705882
739131,1.0,1.0
1213343,1.0,1.8
620939,1.0,1.0
620934,1.0,0.677419354839
620932,1.0,9.22222222222
1540633,1.0,2.72727272727
628857,1.0,1.0
729768,1.0,1.0
1579308,1.0,1.0
729763,1.0,1.72222222222
694478,1.0,0.4
1720623,1.0,2.0
1247775,1.0,0.775
848099,1.0,0.828125
1007279,1.21428571429,1.96153846154
1026081,1.0,1.0
734735,1.73333333333,1.2027027027
695741,1.0,0.5
1546742,1.0,0.636363636364
695744,1.0,1.82051282051
1493884,1.0,1.0
848096,0.904761904762,0.875
774696,1.0,1.0
1177472,1.0,3.0
1130875,1.0,4.0
1047313,1.0,1.35294117647
975799,1.0,1.70588235294
975798,1.0,30.0
1362618,1.0,2.64705882353
1385607,1.0,1.0
746717,1.0,1.57142857143
1133996,1.0,2.85714285714
1044754,1.0,3.75
1669466,1.0,0.978723404255
1487368,1.0,1.05882352941
848544,1.0,3.85714285714
1465946,1.0,1.52173913043
1040831,1.0,3.0
1040836,1.0,4.0
1669469,1.0,1.5
1465941,1.0,2.44
1661257,1.0,2.75
889457,1.0,2.04545454545
1319518,1.0,3.53846153846
1002981,1.0,2.70588235294
964445,1.0,0.596153846154
1451646,1.0,1.2380952381
1427757,1.0,0.527777777778
1514816,1.0,1.03448275862
1763087,1.0,1.18181818182
667153,1.0,0.366666666667
667152,1.0,3.77777777778
838718,1.0,2.95454545455
776591,1.0,1.14814814815
838713,1.0,2.05263157895
938439,1.0,1.48
838456,1.0,1.28571428571
1000725,1.0,1.0
1000721,1.0,1.275
666405,1.0,0.5
1402922,1.33333333333,1.55555555556
666402,1.0,1.11111111111
1385759,1.0,4.1
1456341,1.0,2.25925925926
1802246,1.0,2.0
1456347,1.0,2.84
1456344,1.0,1.33333333333
1385751,1.0,2.375
1385752,1.0,0.63768115942
1307849,1.0,0.772727272727
1557534,1.0,0.805555555556
1367451,1.0,2.6
1198332,1.0,1.47368421053
1383751,1.0,1.0
1846168,1.0,3.33333333333
1846167,1.0,3.75
1761994,1.0,2.0
1846165,1.0,2.61904761905
1575226,2.0,0.615384615385
1367455,1.0,0.681818181818
843575,1.0,0.944444444444
870835,1.0,2.73333333333
1838520,1.0,2.69230769231
1468722,1.0,3.5
1658478,1.0,0.361111111111
1136827,1.0,3.0
732368,1.0,0.234042553191
1074232,1.0,1.0
1690057,1.0,1.72222222222
1448358,1.0,3.44444444444
732363,1.0,1.0
834813,1.0,1.0
834811,1.0,0.807692307692
834816,1.0,1.94117647059
1448353,1.0,2.0
1074238,1.0,1.0
1770663,1.0,1.04761904762
974110,1.0,1.88888888889
1450597,1.0,2.375
1779789,1.0,1.77777777778
962650,1.0,0.75
1589970,1.0,1.75
1575228,1.0,1.1
1722081,1.0,0.8
1161229,1.0,1.0
894139,1.0,2.73684210526
1682268,1.0,1.125
1682262,1.0,1.0
665170,1.0,0.418604651163
1682260,1.0,1.0
1803110,1.0,5.11111111111
1641394,1.0,1.0
1641390,1.0,0.5
879561,1.0,2.38235294118
1396452,1.0,1.0
879563,1.0,2.30769230769
879564,1.0,2.8
1396455,1.0,0.875
1396454,1.0,1.2
1301516,1.0,1.52173913043
1142953,1.0,1.0
1301515,1.0,3.7
1833650,2.0,1.0
1142957,1.0,1.4
1752032,1.0,2.6875
1752039,1.0,1.17647058824
1752038,1.0,1.38709677419
766505,1.0,1.16666666667
766502,1.0,2.10526315789
766500,1.0,0.878378378378
826872,1.0,1.92307692308
854013,1.0,1.96666666667
1460894,1.0,0.717391304348
1460892,1.0,4.4
1528676,1.0,2.57894736842
1528679,1.0,3.6875
1460899,1.0,1.96153846154
764908,1.0,1.78571428571
870169,1.0,3.0
824587,1.0,0.692307692308
1556280,1.0,3.8
1411009,1.0,1.0
1351968,1.0,0.575757575758
1351969,1.0,1.25
845641,1.0,3.5
1411000,1.0,6.16666666667
1351963,1.0,1.07142857143
1343644,1.0,4.60869565217
1551485,1.0,2.35714285714
1032790,1.0,3.875
639615,1.0,1.78787878788
639614,1.0,1.85714285714
612479,1.0,1.66666666667
1555394,1.0,1.0
1562359,1.0,2.46666666667
996425,1.0,1.15384615385
1659402,5.0,1.875
1137882,1.0,1.0
1776960,1.0,1.3
669927,1.0,0.666666666667
1776968,1.0,2.0
912808,1.0,0.366666666667
652857,1.0,1.0
1293336,1.0,6.77777777778
986701,1.0,0.58064516129
1557881,1.0,2.0
1557880,1.0,1.0
1557886,1.0,0.791666666667
1557888,0.846153846154,1.0625
906633,1.0,2.90476190476
625036,1.0,1.0
1657717,1.0,2.41666666667
1139488,1.0,0.842857142857
1187091,1.0,2.0
1187090,1.0,2.0
1187096,1.0,2.15384615385
1128104,1.0,7.75
1728019,1.0,1.72222222222
1728012,1.5,8.2
884418,1.0,2.1875
769503,1.0,1.65517241379
1767534,1.0,2.05882352941
1491370,1.0,1.0
1767533,1.0,1.54545454545
1410357,1.0,1.0
1836187,1.0,3.16666666667
1410354,1.0,1.0
1189358,1.0,3.75
1039040,0.454545454545,1.2619047619
1400961,1.0,8.33333333333
1088401,1.0,5.6
1817635,1.0,2.875
1382938,1.0,0.5
1088404,0.666666666667,1.0303030303
1389053,1.0,3.47826086957
1144919,1.0,0.666666666667
1389056,1.0,2.71428571429
999833,1.0,0.5
1352431,1.0,2.71428571429
1389058,1.0,1.0
1352435,1.0,4.0
1002187,1.0,2.44444444444
999831,3.4,2.86956521739
756787,1.0,1.14457831325
756786,1.0,1.54545454545
1371589,1.0,2.24137931034
1686994,1.0,3.4
756788,1.0,1.47058823529
1455675,1.0,0.833333333333
893548,1.0,1.0
1172146,1.0,1.28571428571
1524896,1.0,1.0
1099254,1.0,1.13636363636
1671990,1.0,2.63829787234
1671997,1.0,4.54545454545
1684598,1.0,1.85714285714
1176466,1.0,3.0
1136042,4.5,2.71428571429
1136043,1.0,5.875
1035201,1.0,0.914285714286
848939,1.0,0.526315789474
1268717,1.0,1.73333333333
751063,1.0,5.28571428571
848930,1.0,2.8
848936,1.0,2.18181818182
751064,1.0,6.625
1665926,1.0,0.945945945946
952806,1.0,0.478260869565
1665924,1.0,0.578947368421
1560243,1.0,3.5
1188188,1.0,4.0625
1665928,1.0,2.95652173913
677230,1.0,1.92
677235,1.0,1.45161290323
907279,1.0,3.2
1673738,1.0,1.0
713236,1.0,14.5
696070,1.0,2.82352941176
995300,1.0,1.73684210526
1044651,1.0,2.25
882987,1.0,4.0
1350363,1.0,2.0
1065234,1.0,1.73333333333
1304079,1.0,3.09090909091
1304077,1.0,3.13333333333
1736735,1.0,2.16129032258
1144036,1.0,2.0625
954996,1.0,2.0
954997,1.0,5.63636363636
729724,1.0,0.666666666667
1518592,1.0,2.41666666667
1739815,1.0,2.13333333333
729206,1.0,0.411764705882
729207,1.0,2.28571428571
729209,1.0,0.5
954998,1.0,2.61111111111
1102909,1.0,0.826086956522
929274,1.0,1.875
1217934,0.866666666667,1.0
1217935,1.6,1.0
599191,1.0,1.0
1685648,1.0,0.823529411765
921062,1.0,2.4
1469756,1.0,0.7
1469754,1.0,1.75862068966
921067,1.0,1.0
1469751,1.0,6.0
1346911,1.0,0.6
662194,1.0,1.0
671999,0.823529411765,0.755555555556
1523810,1.0,1.75
1523813,1.0,1.58333333333
1194850,1.0,1.0
1523815,1.0,1.0
730600,1.0,1.74074074074
1194854,1.0,7.38461538462
1351184,1.0,0.5
1351186,1.0,1.8
802146,1.0,1.58333333333
1351180,1.0,1.36170212766
1351181,1.0,0.720930232558
680928,1.0,1.5
662191,1.0,2.0
733552,1.0,1.65714285714
1350584,1.0,1.25925925926
733557,1.0,1.0
733555,1.0,1.35294117647
733559,1.0,2.0
1834038,1.0,2.05555555556
1488449,1.0,2.0
1075627,1.0,4.0
791459,1.0,0.954545454545
807648,1.0,0.842105263158
695703,1.0,0.745098039216
905650,1.0,3.0
807645,1.0,1.10526315789
579415,1.0,2.81818181818
1395397,1.0,4.66666666667
1395396,1.0,3.55555555556
1666787,1.0,3.8125
1395398,1.0,1.41379310345
1150349,1.0,1.73611111111
1079824,1.0,2.75
1686203,1.0,1.45
1258799,1.0,0.375
1544031,2.4,1.8
645993,1.0,1.76470588235
1677124,1.0,5.15384615385
1396848,1.0,2.0
1349941,1.0,12.8
1396842,1.0,3.7619047619
1078598,1.0,1.0
1437892,1.0,0.780487804878
1437890,1.0,7.25
1814652,1.0,4.68181818182
1159326,1.0,1.0
1814650,1.0,0.704545454545
781633,1.0,6.0
1371157,1.0,1.0
781631,1.0,2.875
1058274,1.0,4.0
781635,1.0,10.4
1058277,1.0,1.15384615385
923681,1.0,1.58064516129
648150,1.0,1.0
1402910,1.0,3.2
1537825,1.0,1.65384615385
1142235,1.0,16.5
646820,1.0,1.0
732602,1.0,2.83333333333
1287518,1.0,0.7
732604,1.0,1.8
629388,1.0,9.0
1078626,1.0,1.0
732608,1.0,1.0
1521412,1.0,1.45161290323
1096614,1.0,1.41666666667
1521417,1.0,1.0
837677,1.0,5.75
1066734,1.0,3.0
837675,1.0,3.4375
1801048,1.0,1.96551724138
1713079,0.307692307692,2.5
808843,1.0,1.13513513514
902383,1.0,1.0
1127905,1.0,2.25
923351,1.0,2.63636363636
958084,1.0,1.1
1672957,1.0,1.25
1713075,1.0,1.325
1726207,1.0,6.8
1150481,1.0,2.16666666667
911087,1.0,0.558823529412
668280,1.0,0.285714285714
1022834,1.0,4.0
1184755,1.0,2.54545454545
1180234,1.0,1.73333333333
668288,1.0,4.66666666667
1184758,1.0,6.0
1038947,1.0,1.57142857143
980834,1.0,1.0
980836,1.0,2.15909090909
1183761,1.0,2.69230769231
1678386,1.0,7.33333333333
1813385,1.0,5.33333333333
1157107,1.0,0.133333333333
1813383,1.0,0.764705882353
879041,1.0,2.0
899372,1.0,1.7
879049,1.0,3.46428571429
1664200,1.0,1.07142857143
763257,1.0,1.88461538462
682781,1.0,1.0
1432217,0.5,3.52
1573782,1.0,4.5
1597096,1.0,1.0
647707,1.0,1.18518518519
1705459,1.0,9.6
1737574,1.0,0.953488372093
1397826,1.0,2.70833333333
722771,1.0,6.25
1036856,1.0,4.38095238095
722772,1.0,0.666666666667
1431495,1.0,0.405405405405
668753,1.0,1.13043478261
1205655,1.0,4.42857142857
1749654,1.0,1.0
1750963,1.0,1.15384615385
1739032,1.0,3.84
1007075,1.0,6.125
1739036,1.0,1.83783783784
1546503,1.0,0.441860465116
647061,1.0,1.0
1739039,1.0,2.61538461538
1465724,1.0,1.38709677419
1785075,1.0,5.875
1057367,1.0,2.88888888889
1742847,1.0,1.55555555556
1785076,1.0,1.8
1742840,1.0,7.875
800453,1.0,1.90909090909
1335156,1.0,1.32432432432
643959,1.0,0.666666666667
643958,1.0,1.0
641887,1.0,2.2962962963
641882,1.0,2.33333333333
699664,0.529411764706,0.3
918105,1.0,1.0
918100,1.0,1.07692307692
641889,1.0,3.0
641888,1.0,0.541666666667
772716,1.0,1.0
1405059,1.0,1.0
772713,1.0,3.18181818182
1194175,1.0,2.83333333333
1741798,1.0,9.33333333333
1405054,1.0,1.03846153846
950081,1.0,0.619047619048
1401739,1.0,1.1
1536393,1.0,1.625
647397,1.0,1.26315789474
940763,1.0,1.15
724342,1.0,1.47826086957
1539568,1.0,6.5
778352,1.0,2.23529411765
724345,1.0,1.0
689033,1.0,4.0
1159276,1.0,2.05
1532484,1.0,13.0
1578036,1.0,1.09090909091
689035,1.0,2.7
1532488,1.0,2.05
643488,1.0,0.72
689038,1.0,1.45454545455
1652732,1.0,1.7
1713907,1.0,9.5
988930,1.0,0.95
1063160,1.0,1.0
1738924,1.0,3.38461538462
1738923,1.0,1.16666666667
988937,1.0,1.66666666667
988939,1.0,2.86956521739
903163,1.0,1.0
1123371,1.0,11.0
1360029,1.0,2.61538461538
1527655,1.0,1.0
1762115,1.0,2.57142857143
950553,1.0,0.6875
1762110,1.0,0.961538461538
814582,1.0,1.0
1569600,1.0,4.75
713389,1.0,1.0
1089024,1.0,2.28571428571
1366602,1.0,0.933333333333
856470,1.0,1.32258064516
1169676,1.0,4.08333333333
992116,1.0,3.4
856475,1.0,2.5
896129,1.0,1.04761904762
896127,1.0,1.375
1812160,1.0,2.25
1793638,1.0,2.875
693900,1.0,2.0
1786792,1.0,2.04545454545
645502,1.0,2.8
645501,1.0,3.51851851852
1793635,1.0,5.0
1209142,1.0,1.0
1148294,1.0,2.125
1479658,1.0,1.55555555556
1383516,2.0,0.266666666667
1209145,1.0,1.875
1498561,1.0,5.375
1479654,1.0,7.0
1688699,1.0,3.2
789838,1.0,2.25
726271,1.0,1.0625
1161312,1.0,1.0
1688693,1.0,4.75
867603,1.0,1.71428571429
1198562,1.0,1.82352941176
1054637,1.0,1.38095238095
952977,1.0,2.0
1085482,1.0,0.333333333333
934637,1.0,1.0
838157,1.0,1.35
838154,1.0,0.921052631579
838150,1.0,0.961538461538
1571557,1.0,4.15384615385
1628651,1.0,1.07894736842
1194440,1.0,2.77272727273
1194442,1.0,5.18181818182
915964,1.0,2.18181818182
697952,1.0,0.586956521739
884215,1.0,2.15384615385
1079775,1.0,1.09090909091
1649013,1.0,0.854166666667
877617,1.0,0.714285714286
859420,1.0,1.0
1426377,1.0,2.45
1124740,1.0,2.30769230769
1203898,1.0,4.0
1197864,1.0,1.41176470588
598244,1.0,1.4
1294774,1.0,0.434782608696
1307617,1.0,1.0
755084,1.0,1.90476190476
755086,1.0,2.0
1050024,1.0,4.55555555556
1050023,1.0,1.0
667112,1.0,1.05882352941
1391376,1.0,1.40909090909
1342284,1.0,0.631578947368
1114867,0.333333333333,1.0
1820445,1.0,1.04347826087
1514691,1.0,1.95652173913
1752236,1.0,1.21739130435
1623292,1.0,2.42307692308
1752232,1.0,0.31746031746
1623290,1.0,1.0
1504211,1.0,2.0
1648942,1.0,1.0243902439
1277318,1.0,0.633333333333
702401,1.0,1.64705882353
1040769,1.0,1.0
1093451,1.0,3.90909090909
721591,1.0,1.5652173913
1093453,1.0,2.90476190476
1004752,1.0,4.0
1280162,1.0,6.08333333333
1799289,1.0,0.857142857143
1756935,1.0,2.83333333333
602394,1.0,1.0
1457297,1.0,3.46153846154
651323,1.0,1.37931034483
651320,1.0,1.0
824746,1.0,1.2380952381
651325,1.0,1.42857142857
1230267,1.0,5.36363636364
1188881,1.0,1.0
1047934,1.0,2.71428571429
1378048,0.428571428571,1.0
947016,1.0,0.6
647836,1.0,0.852941176471
647833,1.0,3.94444444444
1586977,1.0,1.55882352941
647839,1.0,0.911111111111
1586975,1.0,1.64285714286
1191964,1.0,1.0
1191967,1.0,2.52941176471
1191961,1.0,1.0
1191963,1.0,1.0
797947,1.0,1.83018867925
797945,1.0,2.66666666667
791475,1.0,2.5
791476,1.0,3.48
689817,1.0,1.35714285714
1843714,1.0,0.45
1645811,1.0,3.46153846154
1475417,1.0,1.0
1057557,1.0,1.875
1057550,1.0,1.0
1645817,1.0,1.29411764706
1300483,1.0,0.894736842105
1645819,1.0,3.0
1300487,1.0,2.375
836262,1.0,0.833333333333
622180,1.0,1.0
742595,1.0,0.863636363636
936466,1.0,1.02941176471
714443,1.0,0.96875
667771,1.0,2.0
667770,1.0,1.40625
1753185,1.0,1.0
1753180,1.0,1.0
1844845,1.0,4.45454545455
754060,1.0,1.0
1086593,1.0,1.38709677419
1086590,1.0,1.41025641026
754063,1.0,2.55
754066,1.0,2.6
1296837,1.0,1.81818181818
1141140,1.0,2.2
1674006,1.0,1.35483870968
1300153,1.0,0.854545454545
706415,1.0,1.0
663257,1.0,2.2
1456522,1.0,4.33333333333
920481,1.0,0.870967741935
1456521,1.0,2.12
1119745,0.666666666667,1.0
1473719,1.0,0.5
1473715,0.833333333333,2.0
1128470,1.0,2.75
1668012,1.0,1.48148148148
1473710,1.0,2.42307692308
1473711,1.0,1.4
1222632,1.0,6.83333333333
692820,1.0,2.18181818182
692823,1.0,2.5625
949315,1.0,1.0
1149222,1.0,3.88888888889
860154,1.0,2.69565217391
1149227,1.0,2.24
860150,1.0,8.375
1505586,1.0,1.25
1505584,1.0,12.8
871549,1.0,5.18181818182
1188887,1.0,1.0
1656285,1.0,0.627118644068
1656284,1.0,1.0
998969,1.0,3.26666666667
1656286,1.0,0.818181818182
1547378,1.0,4.61111111111
998963,1.0,1.04166666667
998961,1.0,0.722222222222
998960,1.0,1.33333333333
622729,1.0,1.0
998966,1.92857142857,1.76086956522
1683129,1.0,1.0
1494125,1.0,4.75
1720129,1.0,2.33333333333
1367352,1.0,1.58333333333
1720123,1.0,4.10526315789
1720120,1.0,0.62962962963
1720124,2.0,1.28571428571
1460413,1.0,2.4375
1460411,1.0,1.0
743647,1.0,2.85714285714
1481725,1.0,3.4375
1363442,1.0,2.24
864723,1.0,2.0
1537970,1.0,1.0
1363448,1.0,3.38461538462
1085853,1.0,1.44736842105
1639785,1.0,1.0
1071168,1.0,1.8
1639781,1.0,21.0
1463852,1.0,3.8
1844159,1.0,3.8
1399910,1.0,2.88888888889
1399917,1.0,10.1
1844153,1.0,3.6
713283,1.0,1.45454545455
849537,1.0,7.66666666667
1110417,1.0,7.33333333333
938287,1.0,1.1724137931
1110419,1.0,2.52173913043
1799918,1.0,3.8
1731002,1.0,3.57142857143
1085858,1.0,2.78947368421
1731004,1.0,5.16666666667
660506,1.0,1.0
1481090,1.0,1.0
660504,1.0,0.5
1420216,1.0,1.0
970107,1.0,22.0
1448839,1.0,1.0
961482,1.0,5.875
970108,1.0,4.55555555556
1448830,1.0,0.4
876010,1.0,3.18181818182
876011,1.0,4.875
672339,1.0,0.166666666667
729048,1.0,1.0
762839,1.0,5.11111111111
729046,1.0,0.487804878049
762837,1.0,1.9
1841526,1.0,3.18181818182
1623320,1.0,1.36
762830,1.0,1.34693877551
960685,1.0,1.20689655172
960681,1.0,0.636363636364
960680,1.0,6.5
1417351,1.0,1.0
789482,1.0,1.12727272727
774521,1.0,1.0
774528,1.0,1.83333333333
862446,1.0,5.46153846154
1459606,1.0,4.25
1454278,0.777777777778,1.1
1454279,0.642857142857,1.89285714286
977936,1.0,2.35294117647
1550076,2.0,2.69230769231
1450964,1.0,1.87096774194
1728241,1.0,1.0
764370,1.0,0.909090909091
848669,1.0,2.33333333333
1831684,1.0,0.653846153846
632918,1.0,4.5
1659267,1.0,2.96
1047102,1.0,1.13043478261
1643767,1.0,1.9
731629,1.0,1.55555555556
908631,1.0,2.0
1416758,1.0,4.17647058824
1329737,1.0,2.15
731622,1.0,0.933333333333
956063,1.0,2.78947368421
731626,1.0,1.33333333333
731624,1.0,1.80769230769
635495,1.0,0.8
965337,1.0,1.0
645405,1.0,0.933333333333
1806855,1.0,0.538461538462
1458970,1.0,0.578947368421
1806851,1.0,1.77777777778
734295,1.0,1.0
1706589,1.0,1.0
919146,1.0,3.0
999360,1.0,4.08333333333
999361,1.0,1.35
1146355,1.0,2.22222222222
833643,1.0,1.0
1146358,0.692307692308,2.41025641026
833647,1.0,1.0
1825068,1.0,0.878787878788
878554,1.0,1.35714285714
878553,1.0,1.81818181818
668292,1.0,1.15384615385
878550,1.0,1.5
1313983,1.1,1.16666666667
1825065,1.0,1.15151515152
878558,1.0,1.26666666667
1152501,1.0,4.64285714286
919140,1.0,4.83333333333
1140766,1.0,2.33333333333
1551382,7.5,1.0
1444038,1.0,7.66666666667
1404454,1.0,2.69565217391
1404457,1.0,1.65
1600909,1.0,1.0
1732727,1.0,2.77777777778
1732725,1.0,3.91666666667
880690,1.0,3.38461538462
1732728,1.0,2.53333333333
1600905,1.0,4.0
1600906,1.0,3.08333333333
1550382,1.0,1.0
1133664,1.0,1.0
1690153,1.0,5.75
1538965,1.0,3.71428571429
1690159,1.0,2.35714285714
878881,1.0,2.17857142857
878885,1.0,3.33333333333
878887,1.0,1.66666666667
878886,1.0,2.7
1099435,1.0,0.871794871795
998184,1.0,1.0
998187,1.0,1.21052631579
1681894,1.16666666667,1.20930232558
1450030,1.0,2.0
1636202,1.0,1.0
1813744,1.0,1.25
1455609,1.0,5.75
805800,1.0,2.6
1526356,1.0,3.0
633796,1.0,1.0
1526350,1.0,2.33333333333
999581,1.0,0.5
1072618,1.0,1.0
671512,1.0,1.69230769231
1411908,1.0,1.21428571429
779615,1.0,0.777777777778
1529796,1.0,1.0
1008891,1.0,2.0
732191,1.0,1.0
671518,1.0,1.23255813953
894072,1.0,3.77777777778
732195,1.0,1.0
1375706,1.0,0.75
1058079,1.0,1.125
1562092,1.0,1.0
1562093,1.0,1.0
1484369,1.0,1.5625
1053621,1.0,2.27272727273
996589,1.0,2.33333333333
1484363,1.0,1.77777777778
1833593,1.0,1.0
1315971,1.0,1.0
1315970,1.0,1.0
1781229,1.0,1.27777777778
1142352,1.0,6.41666666667
